grant_id,employee_id,system_id,access_level,request_ticket,date_granted,approver_id,access_end_date
G201545,E11106,GL01,Read Only,RITM102099,2022-06-14,E10357,
G201546,E10175,GL01,Standard User,RITM100322,2022-06-15,E10289,
G201547,E10212,FCR,Standard User,RITM100394,2022-06-15,E10380,
G201548,E10212,TMS,Read Only,RITM100395,2022-06-15,E11069,
G201549,E11106,FCR,Standard User,RITM102098,2022-06-15,E11138,
G201550,E10212,GL01,Read Only,RITM100396,2022-06-16,E10581,
G201551,E10290,LSP,Standard User,RITM100535,2022-06-16,E10968,
G201552,E10282,GL01,Read Only,RITM100519,2022-06-17,E10317,
G201553,E10282,LSP,Read Only,RITM100518,2022-06-21,E10106,
G201554,E11074,TMS,Database Administrator,RITM102661,2022-06-23,E10669,
G201555,E10911,LSP,Standard User,RITM101745,2022-06-24,E10083,
G201556,E10468,FCR,Standard User,RITM100873,2022-07-01,E10449,
G201557,E11208,LSP,Standard User,RITM102286,2022-07-01,E10965,2025-01-14
G201558,E11208,GL01,Standard User,RITM102285,2022-07-06,E10841,
G201559,E10724,GL01,Standard User,RITM101366,2022-07-07,E10841,
G201560,E10866,TMS,Read Only,RITM101651,2022-07-08,E11231,
G201561,E10641,LSP,Standard User,RITM101202,2022-07-11,E11082,
G201562,E10724,TMS,Standard User,RITM101367,2022-07-11,E10200,
G201563,E10866,GL01,Read Only,RITM101650,2022-07-11,E10323,
G201564,E10866,FCR,Standard User,RITM101649,2022-07-12,E10966,
G201565,E10320,TMS,Standard User,RITM100585,2022-07-21,E10831,
G201566,E10320,FCR,Standard User,RITM100586,2022-07-26,E10664,
G201567,E10963,TMS,Read Only,RITM101848,2022-08-03,E10102,
G201568,E10452,GL01,Power User,RITM100839,2022-08-04,E10449,
G201569,E10472,TMS,Standard User,RITM100881,2022-08-04,E10764,
G201570,E10432,TMS,Read Only,RITM100798,2022-08-05,E10017,
G201571,E10452,TMS,Standard User,RITM100840,2022-08-05,E10603,
G201572,E10472,GL01,Standard User,RITM100882,2022-08-05,E10706,
G201573,E10472,FCR,Standard User,RITM100883,2022-08-08,E10380,2025-06-11
G201574,E10695,LSP,Power User,RITM101322,2022-08-08,E10664,
G201575,E10963,LSP,Power User,RITM101849,2022-08-08,E10716,
G201576,E10810,GL01,Standard User,RITM101541,2022-08-10,E10682,
G201577,E10810,FCR,Read Only,RITM101542,2022-08-10,E10682,
G201578,E10622,LSP,Power User,RITM101170,2022-08-11,E11111,
G201579,E10476,LSP,Standard User,RITM100890,2022-08-26,E11231,2025-12-11
G201580,E10476,GL01,Standard User,RITM100891,2022-08-31,E11231,2025-12-11
G201581,E10954,LSP,Standard User,RITM101835,2022-09-01,E10882,
G201582,E10116,GL01,Standard User,RITM100212,2022-09-05,E10288,
G201583,E10220,LSP,Standard User,RITM100415,2022-09-09,E10357,
G201584,E10499,LSP,Standard User,RITM100939,2022-09-13,E10762,
G201585,E11121,LSP,Standard User,RITM102123,2022-09-14,E10044,
G201586,E10322,GL01,Standard User,RITM100589,2022-09-20,E10841,2025-04-02
G201587,E10404,LSP,Standard User,RITM100739,2022-09-20,E10083,
G201588,E10404,GL01,Standard User,RITM100738,2022-09-23,E10288,
G201589,E10490,FCR,Standard User,RITM100922,2022-09-29,E10831,
G201590,E10490,GL01,Standard User,RITM100924,2022-09-29,E10069,
G201591,E10490,TMS,Standard User,RITM100923,2022-09-30,E10348,2025-09-23
G201592,E11056,LSP,Read Only,RITM102007,2022-09-30,E10102,
G201593,E10471,GL01,Standard User,RITM100880,2022-10-04,E10044,
G201594,E10167,LSP,Standard User,RITM100309,2022-10-11,E10831,
G201595,E11103,LSP,Administrator,RITM102670,2022-10-12,E10324,2025-07-10
G201596,E10536,LSP,Standard User,RITM101002,2022-10-18,E10762,
G201597,E10536,GL01,Read Only,RITM101001,2022-10-19,E10114,
G201598,E10626,TMS,Standard User,RITM101177,2022-10-19,E11223,
G201599,E10953,FCR,Standard User,RITM101832,2022-10-20,E10288,2025-08-14
G201600,E10953,TMS,Standard User,RITM101833,2022-10-21,E10179,2025-08-13
G201601,E11014,LSP,Standard User,RITM101935,2022-10-25,E10764,2025-03-28
G201602,E10824,FCR,Superuser,RITM102604,2022-11-08,E10765,
G201603,E10668,LSP,Read Only,RITM101263,2022-11-10,E10059,
G201604,E10630,FCR,Standard User,RITM101182,2022-11-15,E11231,
G201605,E10630,TMS,Standard User,RITM101181,2022-11-17,E10100,
G201606,E10401,GL01,Read Only,RITM100733,2022-11-21,E10603,
G201607,E10401,LSP,Read Only,RITM100732,2022-11-22,E10102,
G201608,E10596,LSP,Standard User,RITM101119,2022-11-25,E10981,
G201609,E10415,GL01,Standard User,RITM100761,2022-11-29,E10107,2025-09-16
G201610,E10448,LSP,Read Only,RITM100830,2022-11-29,E11231,
G201611,E10891,LSP,Power User,RITM101704,2022-12-13,E10542,
G201612,E10306,TMS,Power User,RITM100562,2022-12-14,E10197,
G201613,E10601,FCR,Standard User,RITM101127,2022-12-16,E10542,2025-09-23
G201614,E10601,TMS,Standard User,RITM101128,2022-12-16,E10187,2025-09-18
G201615,E10977,LSP,Standard User,RITM101871,2022-12-20,E10791,2025-04-15
G201616,E10389,LSP,Standard User,RITM100706,2022-12-21,E10317,
G201617,E11108,GL01,Standard User,RITM102102,2022-12-23,E10650,2025-06-06
G201618,E11108,TMS,Standard User,RITM102103,2022-12-23,E10059,2025-06-09
G201619,E10121,GL01,Read Only,RITM100219,2022-12-26,E10289,
G201620,E10121,LSP,Standard User,RITM100220,2022-12-29,E10044,
G201621,E11120,GL01,Power User,RITM102122,2022-12-30,E10357,
G201622,E10507,LSP,Standard User,RITM100953,2023-01-04,E10371,
G201623,E10394,GL01,Standard User,RITM100713,2023-01-09,E10752,
G201624,E10394,FCR,Read Only,RITM100714,2023-01-09,E11043,
G201625,E10394,TMS,Standard User,RITM100712,2023-01-10,E10371,
G201626,E10897,LSP,Power User,RITM101714,2023-01-17,E11136,
G201627,E10897,GL01,Read Only,RITM101715,2023-01-18,E11138,2025-09-12
G201628,E10379,GL01,Administrator,RITM102473,2023-01-19,E10324,
G201629,E10474,TMS,Standard User,RITM100888,2023-01-19,E10542,
G201630,E11071,LSP,Standard User,RITM102032,2023-01-19,E10197,
G201631,E10730,GL01,Standard User,RITM101382,2023-01-20,E10762,
G201632,E10036,GL01,Power User,RITM100060,2023-01-23,E10831,2025-07-14
G201633,E10913,FCR,Standard User,RITM101748,2023-01-23,E11032,
G201634,E10022,LSP,Standard User,RITM100036,2023-01-24,E10934,
G201635,E10913,GL01,Power User,RITM101749,2023-01-24,E10348,
G201636,E10009,TMS,Standard User,RITM100015,2023-01-25,E11069,
G201637,E10658,FCR,Read Only,RITM101239,2023-01-25,E11223,2025-05-29
G201638,E10658,TMS,Standard User,RITM101240,2023-01-25,E10706,2025-05-23
G201639,E10658,GL01,Standard User,RITM101241,2023-01-30,E10581,2025-05-29
G201640,E10794,LSP,Read Only,RITM101514,2023-02-14,E10791,
G201641,E10384,TMS,Administrator,RITM102477,2023-02-17,E11086,
G201642,E10553,TMS,Standard User,RITM101037,2023-03-06,E10648,
G201643,E10790,FCR,Standard User,RITM101507,2023-03-06,E10059,
G201644,E10790,LSP,Power User,RITM101506,2023-03-07,E10841,
G201645,E10520,GL01,Standard User,RITM100974,2023-03-08,E10083,2025-12-15
G201646,E10553,FCR,Standard User,RITM101036,2023-03-08,E10644,
G201647,E10553,GL01,Standard User,RITM101038,2023-03-08,E10122,
G201648,E10849,LSP,Power User,RITM101619,2023-03-10,E10246,
G201649,E11241,TMS,Read Only,RITM102354,2023-03-14,E10059,
G201650,E11241,FCR,Standard User,RITM102353,2023-03-16,E10102,
G201651,E11241,GL01,Read Only,RITM102355,2023-03-16,E10965,
G201652,E10235,TMS,Standard User,RITM100441,2023-03-27,E10762,
G201653,E10235,FCR,Standard User,RITM100442,2023-03-27,E10648,
G201654,E10235,GL01,Power User,RITM100443,2023-03-27,E10122,
G201655,E10503,LSP,Read Only,RITM100946,2023-03-28,E10323,
G201656,E10040,LSP,Read Only,RITM100066,2023-03-29,E10682,2025-03-18
G201657,E10503,GL01,Standard User,RITM100947,2023-03-29,E10648,
G201658,E10040,GL01,Read Only,RITM100067,2023-03-30,E10764,
G201659,E10040,FCR,Read Only,RITM100068,2023-03-31,E10791,
G201660,E11085,LSP,Power User,RITM102059,2023-04-03,E10059,
G201661,E10820,GL01,Power User,RITM101566,2023-04-05,E10122,
G201662,E10615,LSP,Read Only,RITM101156,2023-04-07,E10034,
G201663,E10820,FCR,Power User,RITM101565,2023-04-07,E11043,
G201664,E10820,TMS,Standard User,RITM101567,2023-04-07,E10083,
G201665,E10005,GL01,Read Only,RITM100007,2023-04-10,E10288,2025-03-14
G201666,E10383,LSP,Standard User,RITM100699,2023-04-17,E10146,
G201667,E11250,TMS,Database Administrator,RITM102706,2023-04-20,E11086,2025-09-12
G201668,E10787,LSP,Read Only,RITM101500,2023-04-26,E10752,2025-12-10
G201669,E11170,TMS,Standard User,RITM102213,2023-04-26,E10841,
G201670,E10026,LSP,Standard User,RITM100041,2023-04-27,E10187,
G201671,E11170,LSP,Read Only,RITM102214,2023-04-27,E10706,
G201672,E11170,GL01,Standard User,RITM102215,2023-04-28,E10575,
G201673,E10307,FCR,Standard User,RITM100563,2023-05-03,E11016,
G201674,E10563,FCR,Read Only,RITM101055,2023-05-05,E10745,2025-02-19
G201675,E10563,GL01,Power User,RITM101054,2023-05-08,E10122,2025-02-24
G201676,E10655,TMS,Superuser,RITM102566,2023-05-12,E10765,
G201677,E10660,GL01,Standard User,RITM101247,2023-05-16,E10317,2025-12-01
G201678,E10660,TMS,Read Only,RITM101246,2023-05-17,E10304,
G201679,E10660,FCR,Power User,RITM101248,2023-05-19,E10867,
G201680,E10314,GL01,Standard User,RITM100575,2023-05-24,E11082,2025-02-27
G201681,E10887,LSP,Standard User,RITM101697,2023-05-24,E11223,
G201682,E10314,LSP,Read Only,RITM100574,2023-05-26,E10745,2025-02-21
G201683,E10887,GL01,Read Only,RITM101698,2023-05-26,E10965,
G201684,E10488,GL01,Read Only,RITM100917,2023-06-01,E11111,
G201685,E10488,LSP,Read Only,RITM100918,2023-06-01,E11016,
G201686,E11125,LSP,Standard User,RITM102127,2023-06-01,E10934,
G201687,E10313,GL01,Standard User,RITM100573,2023-06-16,E10841,
G201688,E10678,LSP,Power User,RITM101284,2023-06-16,E10100,
G201689,E10766,GL01,Standard User,RITM101455,2023-06-21,E11138,
G201690,E10766,FCR,Read Only,RITM101454,2023-06-22,E10107,
G201691,E10345,GL01,Read Only,RITM100627,2023-06-26,E10200,
G201692,E10345,FCR,Standard User,RITM100626,2023-06-27,E10246,
G201693,E10042,GL01,Read Only,RITM100072,2023-07-06,E10102,
G201694,E10042,LSP,Standard User,RITM100073,2023-07-06,E10288,
G201695,E10694,LSP,Power User,RITM101320,2023-07-07,E10682,2025-06-10
G201696,E11218,GL01,Standard User,RITM102304,2023-07-13,E10107,
G201697,E10074,TMS,Standard User,RITM100124,2023-07-20,E10981,
G201698,E10419,FCR,Standard User,RITM100769,2023-07-21,E10882,
G201699,E10237,LSP,Read Only,RITM100445,2023-07-25,E10773,
G201700,E10355,FCR,Superuser,RITM102471,2023-07-25,E10141,
G201701,E10419,GL01,Standard User,RITM100768,2023-07-25,E10706,
G201702,E11051,LSP,Read Only,RITM102001,2023-07-26,E10867,
G201703,E10770,LSP,Read Only,RITM101461,2023-07-28,E10114,2025-09-22
G201704,E10516,TMS,Read Only,RITM100966,2023-08-04,E10773,
G201705,E10041,TMS,Standard User,RITM100069,2023-08-10,E10323,
G201706,E10241,GL01,Read Only,RITM100453,2023-08-11,E10044,
G201707,E10041,GL01,Read Only,RITM100070,2023-08-14,E10100,
G201708,E10241,TMS,Read Only,RITM100451,2023-08-14,E10831,2025-10-13
G201709,E10241,FCR,Power User,RITM100452,2023-08-15,E10683,
G201710,E10072,GL01,Standard User,RITM100121,2023-08-22,E11082,
G201711,E10229,TMS,Standard User,RITM100429,2023-08-31,E10357,
G201712,E10229,GL01,Read Only,RITM100430,2023-08-31,E10867,
G201713,E10229,FCR,Standard User,RITM100431,2023-08-31,E11111,
G201714,E10208,GL01,Standard User,RITM100387,2023-09-04,E10773,
G201715,E10113,GL01,Standard User,RITM100204,2023-09-05,E10357,
G201716,E10113,TMS,Read Only,RITM100206,2023-09-05,E10934,
G201717,E10208,FCR,Standard User,RITM100386,2023-09-05,E10289,
G201718,E10833,LSP,Standard User,RITM101593,2023-09-05,E11043,
G201719,E10115,FCR,Standard User,RITM100209,2023-09-07,E10380,
G201720,E10115,LSP,Read Only,RITM100210,2023-09-07,E10246,
G201721,E10208,TMS,Read Only,RITM100385,2023-09-07,E10968,2025-05-12
G201722,E10113,FCR,Standard User,RITM100205,2023-09-08,E10683,
G201723,E10302,FCR,Administrator,RITM102456,2023-09-14,E10141,
G201724,E10957,FCR,Standard User,RITM101839,2023-09-18,E10106,2025-08-08
G201725,E10701,LSP,Read Only,RITM101330,2023-09-25,E10034,
G201726,E11092,GL01,Read Only,RITM102072,2023-09-25,E10146,
G201727,E11154,LSP,Standard User,RITM102183,2023-10-02,E10317,
G201728,E10862,GL01,Standard User,RITM101642,2023-10-04,E10348,
G201729,E10862,TMS,Standard User,RITM101641,2023-10-06,E10017,
G201730,E10016,GL01,Power User,RITM100028,2023-10-16,E10357,
G201731,E10016,LSP,Standard User,RITM100027,2023-10-17,E10044,2025-11-12
G201732,E10564,TMS,Standard User,RITM101056,2023-10-17,E10106,2025-09-24
G201733,E10543,GL01,Standard User,RITM101017,2023-10-18,E10323,
G201734,E10340,GL01,Standard User,RITM100620,2023-10-19,E10764,
G201735,E10340,LSP,Read Only,RITM100621,2023-10-20,E10965,
G201736,E10543,TMS,Read Only,RITM101016,2023-10-23,E10542,2025-10-27
G201737,E10483,LSP,Read Only,RITM100906,2023-10-25,E10246,
G201738,E10108,GL01,Standard User,RITM100192,2023-10-26,E10380,
G201739,E10108,LSP,Standard User,RITM100193,2023-10-27,E10371,
G201740,E10215,LSP,Standard User,RITM100400,2023-10-27,E10100,
G201741,E10215,GL01,Read Only,RITM100401,2023-10-30,E10644,
G201742,E10857,LSP,Standard User,RITM101633,2023-10-31,E10745,
G201743,E10215,FCR,Standard User,RITM100399,2023-11-01,E10289,
G201744,E10517,GL01,Power User,RITM100967,2023-11-07,E10114,2025-06-25
G201745,E10517,FCR,Power User,RITM100969,2023-11-08,E11003,2025-06-26
G201746,E10517,LSP,Standard User,RITM100968,2023-11-09,E10289,2025-06-26
G201747,E11184,LSP,Standard User,RITM102243,2023-11-09,E10773,
G201748,E10647,FCR,Standard User,RITM101215,2023-11-13,E10357,
G201749,E10647,TMS,Standard User,RITM101217,2023-11-15,E10100,
G201750,E10647,GL01,Read Only,RITM101216,2023-11-16,E10575,
G201751,E10633,LSP,Read Only,RITM101186,2023-11-29,E10682,2025-01-31
G201752,E10747,LSP,Read Only,RITM101417,2023-12-04,E10603,
G201753,E10120,TMS,Read Only,RITM100217,2023-12-14,E10745,
G201754,E10896,GL01,Standard User,RITM101711,2023-12-14,E10059,
G201755,E10896,TMS,Standard User,RITM101712,2023-12-14,E10542,
G201756,E10789,TMS,Power User,RITM101504,2023-12-19,E10357,
G201757,E10713,GL01,Standard User,RITM101348,2023-12-21,E11231,
G201758,E10713,TMS,Read Only,RITM101349,2023-12-21,E10102,
G201759,E10789,GL01,Standard User,RITM101505,2023-12-21,E10650,
G201760,E10807,FCR,Standard User,RITM101537,2023-12-22,E10762,2025-12-12
G201761,E10468,FCR,Database Administrator,RITM102509,2023-12-25,E10141,
G201762,E10807,GL01,Standard User,RITM101536,2023-12-25,E10304,2025-12-11
G201763,E10125,LSP,Standard User,RITM100228,2024-01-02,E10885,
G201764,E10821,FCR,Standard User,RITM101568,2024-01-02,E10650,
G201765,E10756,FCR,Read Only,RITM101434,2024-01-04,E10683,2025-04-03
G201766,E11067,LSP,Standard User,RITM102026,2024-01-05,E10745,
G201767,E10756,TMS,Standard User,RITM101436,2024-01-08,E10102,2025-04-03
G201768,E10756,GL01,Read Only,RITM101435,2024-01-09,E11223,2025-04-04
G201769,E10810,TMS,Administrator,RITM102601,2024-01-15,E10765,
G201770,E10578,GL01,Read Only,RITM101086,2024-01-22,E10171,
G201771,E10967,LSP,Standard User,RITM101855,2024-01-22,E10146,
G201772,E10578,LSP,Standard User,RITM101085,2024-01-23,E11111,
G201773,E10591,LSP,Standard User,RITM101107,2024-01-29,E10059,
G201774,E10269,GL01,Standard User,RITM100499,2024-02-08,E10187,
G201775,E10943,GL01,Standard User,RITM101812,2024-02-14,E10179,2025-10-06
G201776,E10063,TMS,Standard User,RITM100105,2024-02-15,E10017,2025-03-25
G201777,E10063,GL01,Standard User,RITM100106,2024-02-15,E11003,2025-03-21
G201778,E10457,TMS,Administrator,RITM102504,2024-02-15,E11086,
G201779,E10530,LSP,Standard User,RITM100991,2024-02-15,E10122,
G201780,E10530,GL01,Read Only,RITM100992,2024-02-15,E10246,2025-08-20
G201781,E10943,LSP,Standard User,RITM101813,2024-02-19,E10371,2025-10-02
G201782,E10675,GL01,Standard User,RITM101277,2024-02-26,E11082,
G201783,E11053,LSP,Standard User,RITM102004,2024-02-26,E10603,
G201784,E10134,TMS,Standard User,RITM100247,2024-02-27,E10968,
G201785,E10675,FCR,Read Only,RITM101278,2024-02-27,E10179,
G201786,E10846,LSP,Standard User,RITM101612,2024-02-27,E11069,
G201787,E10649,LSP,Standard User,RITM101220,2024-02-28,E10371,
G201788,E10675,TMS,Standard User,RITM101276,2024-02-28,E10100,
G201789,E10134,GL01,Power User,RITM100246,2024-02-29,E10102,
G201790,E10582,FCR,Power User,RITM101091,2024-03-01,E10246,
G201791,E10582,GL01,Read Only,RITM101093,2024-03-05,E10179,
G201792,E10582,TMS,Standard User,RITM101092,2024-03-06,E11231,
G201793,E10590,FCR,Standard User,RITM101104,2024-03-06,E10122,
G201794,E10590,LSP,Standard User,RITM101105,2024-03-06,E10197,
G201795,E10590,GL01,Standard User,RITM101106,2024-03-06,E10966,
G201796,E10066,LSP,Standard User,RITM100112,2024-03-07,E11069,2025-08-07
G201797,E10838,FCR,Read Only,RITM101602,2024-03-08,E10246,
G201798,E11110,LSP,Power User,RITM102106,2024-03-08,E10122,2025-02-25
G201799,E10390,LSP,Read Only,RITM100707,2024-03-15,E10762,
G201800,E10390,GL01,Standard User,RITM100708,2024-03-19,E10650,
G201801,E10656,TMS,Standard User,RITM101236,2024-04-03,E10059,2025-07-08
G201802,E11196,LSP,Read Only,RITM102266,2024-04-03,E11032,
G201803,E10979,LSP,Standard User,RITM101873,2024-04-05,E10114,2025-11-04
G201804,E11215,TMS,Superuser,RITM102698,2024-04-05,E10324,2025-05-02
G201805,E10819,LSP,Power User,RITM101564,2024-04-16,E10059,
G201806,E10918,GL01,Standard User,RITM101763,2024-04-19,E10179,
G201807,E10006,LSP,Standard User,RITM100008,2024-04-22,E10965,
G201808,E10918,LSP,Standard User,RITM101764,2024-04-22,E10831,
G201809,E11105,LSP,Standard User,RITM102096,2024-04-22,E10575,
G201810,E11148,FCR,Read Only,RITM102173,2024-04-22,E10575,
G201811,E11220,LSP,Standard User,RITM102307,2024-04-22,E11043,
G201812,E10670,LSP,Standard User,RITM101266,2024-04-23,E10106,2025-01-09
G201813,E10918,FCR,Standard User,RITM101762,2024-04-23,E10934,
G201814,E11148,TMS,Standard User,RITM102174,2024-04-23,E10179,
G201815,E11226,LSP,Standard User,RITM102320,2024-04-23,E10449,
G201816,E10092,LSP,Standard User,RITM100162,2024-04-29,E10179,2025-03-24
G201817,E10082,GL01,Power User,RITM100136,2024-04-30,E10146,
G201818,E10624,GL01,Superuser,RITM102545,2024-04-30,E10669,2025-03-13
G201819,E10092,GL01,Standard User,RITM100160,2024-05-01,E10882,
G201820,E10092,TMS,Standard User,RITM100161,2024-05-01,E10968,
G201821,E10065,FCR,Read Only,RITM100109,2024-05-03,E10664,2025-10-01
G201822,E10065,TMS,Standard User,RITM100110,2024-05-03,E10644,2025-09-26
G201823,E10374,GL01,Standard User,RITM100682,2024-05-09,E10371,
G201824,E10630,FCR,Database Administrator,RITM102555,2024-05-09,E10765,
G201825,E10529,LSP,Standard User,RITM100990,2024-05-10,E10371,
G201826,E10374,TMS,Standard User,RITM100683,2024-05-13,E10380,
G201827,E10693,LSP,Standard User,RITM101319,2024-05-15,E10575,2025-02-12
G201828,E11177,FCR,Standard User,RITM102229,2024-05-15,E10380,
G201829,E11177,LSP,Read Only,RITM102230,2024-05-16,E10682,
G201830,E10234,LSP,Standard User,RITM100440,2024-05-17,E10841,
G201831,E11177,GL01,Standard User,RITM102231,2024-05-17,E10357,
G201832,E10693,GL01,Standard User,RITM101318,2024-05-20,E10773,
G201833,E10604,TMS,Standard User,RITM101133,2024-05-21,E10587,
G201834,E10604,FCR,Read Only,RITM101134,2024-05-22,E10197,
G201835,E10003,LSP,Read Only,RITM100004,2024-05-23,E10542,
G201836,E11169,FCR,Standard User,RITM102212,2024-05-23,E10965,
G201837,E10638,FCR,Standard User,RITM101196,2024-05-29,E10171,
G201838,E10638,GL01,Read Only,RITM101194,2024-05-30,E10317,2025-09-02
G201839,E10638,LSP,Power User,RITM101195,2024-05-30,E11016,
G201840,E10878,TMS,Read Only,RITM101677,2024-06-03,E10106,
G201841,E10985,LSP,Standard User,RITM101882,2024-06-05,E10581,
G201842,E10951,GL01,Standard User,RITM101829,2024-06-06,E10882,
G201843,E10022,LSP,Superuser,RITM102383,2024-06-07,E11086,
G201844,E10417,GL01,Standard User,RITM100764,2024-06-10,E10288,
G201845,E10061,GL01,Standard User,RITM100103,2024-06-12,E10357,
G201846,E11117,TMS,Standard User,RITM102116,2024-06-14,E10664,2025-04-14
G201847,E10092,LSP,Database Administrator,RITM102399,2024-06-18,E10141,
G201848,E10386,LSP,Standard User,RITM100703,2024-06-19,E10106,
G201849,E10617,LSP,Standard User,RITM101160,2024-06-19,E10106,2025-05-21
G201850,E10439,LSP,Power User,RITM100810,2024-06-20,E10885,
G201851,E10850,LSP,Standard User,RITM101621,2024-06-20,E11082,
G201852,E10850,GL01,Standard User,RITM101622,2024-06-20,E10304,
G201853,E11044,TMS,Standard User,RITM101989,2024-06-21,E10716,
G201854,E11044,GL01,Read Only,RITM101988,2024-06-24,E10348,
G201855,E11044,LSP,Standard User,RITM101987,2024-06-25,E10882,
G201856,E11152,LSP,Standard User,RITM102180,2024-06-25,E10146,2025-11-20
G201857,E11180,LSP,Administrator,RITM102683,2024-07-01,E10669,
G201858,E10005,FCR,Administrator,RITM102378,2024-07-03,E10324,2025-03-18
G201859,E10225,FCR,Standard User,RITM100421,2024-07-09,E10323,
G201860,E10330,TMS,Standard User,RITM100599,2024-07-09,E11138,2025-12-26
G201861,E10225,LSP,Standard User,RITM100422,2024-07-10,E10885,
G201862,E10330,FCR,Standard User,RITM100598,2024-07-11,E10682,2025-12-23
G201863,E10094,LSP,Read Only,RITM100166,2024-07-15,E10752,2025-04-28
G201864,E10595,TMS,Power User,RITM101118,2024-07-16,E10934,
G201865,E10094,GL01,Read Only,RITM100165,2024-07-17,E10059,2025-04-30
G201866,E11228,GL01,Standard User,RITM102324,2024-07-17,E10764,
G201867,E10595,FCR,Standard User,RITM101116,2024-07-19,E10171,
G201868,E10595,GL01,Standard User,RITM101117,2024-07-19,E10644,
G201869,E11228,FCR,Standard User,RITM102325,2024-07-19,E11043,
G201870,E10456,LSP,Standard User,RITM100847,2024-07-23,E11032,2025-11-18
G201871,E10813,GL01,Read Only,RITM101549,2024-07-30,E10034,
G201872,E10123,LSP,Power User,RITM100224,2024-07-31,E10683,
G201873,E10307,LSP,Database Administrator,RITM102458,2024-08-01,E10669,
G201874,E10775,GL01,Read Only,RITM101473,2024-08-01,E10706,
G201875,E10813,LSP,Standard User,RITM101550,2024-08-01,E10187,
G201876,E11036,GL01,Standard User,RITM101975,2024-08-07,E10100,2025-10-31
G201877,E10829,TMS,Standard User,RITM101586,2024-08-12,E10449,
G201878,E10609,GL01,Standard User,RITM101144,2024-08-21,E10357,
G201879,E10609,TMS,Standard User,RITM101145,2024-08-26,E10034,
G201880,E10623,LSP,Standard User,RITM101171,2024-08-28,E10221,
G201881,E10270,TMS,Administrator,RITM102442,2024-08-30,E10765,
G201882,E11005,LSP,Read Only,RITM101920,2024-09-04,E11043,
G201883,E10002,TMS,Standard User,RITM100003,2024-09-05,E10289,
G201884,E10311,GL01,Standard User,RITM100569,2024-09-05,E10981,2025-10-06
G201885,E10311,FCR,Standard User,RITM100570,2024-09-05,E10197,2025-10-07
G201886,E10002,FCR,Power User,RITM100002,2024-09-06,E10146,
G201887,E11005,GL01,Standard User,RITM101921,2024-09-06,E10083,
G201888,E11039,GL01,Database Administrator,RITM102657,2024-09-09,E10669,
G201889,E10128,LSP,Power User,RITM100235,2024-09-10,E10069,
G201890,E10128,GL01,Standard User,RITM100236,2024-09-11,E10882,2025-02-28
G201891,E10359,GL01,Standard User,RITM100653,2024-09-12,E10664,
G201892,E10986,GL01,Power User,RITM101883,2024-09-12,E11016,
G201893,E10853,GL01,Read Only,RITM101626,2024-09-13,E10122,
G201894,E10169,LSP,Standard User,RITM100312,2024-09-16,E10867,
G201895,E10663,FCR,Administrator,RITM102567,2024-09-16,E10765,
G201896,E10853,TMS,Read Only,RITM101625,2024-09-16,E10716,
G201897,E11133,GL01,Database Administrator,RITM102676,2024-09-24,E10669,
G201898,E10438,GL01,Standard User,RITM100809,2024-09-26,E10171,2025-02-03
G201899,E10959,GL01,Read Only,RITM101842,2024-10-04,E10200,
G201900,E10959,TMS,Read Only,RITM101843,2024-10-07,E11043,
G201901,E11022,LSP,Read Only,RITM101951,2024-10-15,E11138,
G201902,E10299,LSP,Standard User,RITM100550,2024-10-17,E10017,
G201903,E11061,LSP,Standard User,RITM102015,2024-10-17,E10323,
G201904,E11064,LSP,Standard User,RITM102018,2024-10-18,E10083,
G201905,E11064,GL01,Standard User,RITM102019,2024-10-18,E10650,
G201906,E11064,FCR,Read Only,RITM102020,2024-10-18,E10221,
G201907,E10260,GL01,Read Only,RITM100484,2024-10-21,E10831,2025-02-07
G201908,E10260,TMS,Power User,RITM100483,2024-10-23,E10965,2025-02-06
G201909,E10260,FCR,Standard User,RITM100485,2024-10-23,E10542,2025-02-05
G201910,E10405,LSP,Read Only,RITM100741,2024-10-29,E11016,
G201911,E10612,LSP,Read Only,RITM101151,2024-10-29,E11111,
G201912,E10744,LSP,Read Only,RITM101413,2024-11-07,E10745,
G201913,E10890,LSP,Administrator,RITM102615,2024-11-11,E10141,
G201914,E10248,LSP,Standard User,RITM100463,2024-11-20,E11016,
G201915,E10469,TMS,Power User,RITM100875,2024-11-25,E10146,
G201916,E10469,FCR,Standard User,RITM100876,2024-11-28,E10644,
G201917,E10469,LSP,Standard User,RITM100877,2024-11-28,E11043,
G201918,E10738,FCR,Read Only,RITM101398,2024-11-29,E10867,
G201919,E10738,TMS,Standard User,RITM101397,2024-12-04,E11231,
G201920,E10900,LSP,Standard User,RITM101722,2024-12-04,E10664,
G201921,E10894,LSP,Read Only,RITM101708,2024-12-05,E10575,
G201922,E10900,GL01,Standard User,RITM101723,2024-12-05,E10323,
G201923,E10580,LSP,Standard User,RITM101089,2024-12-10,E10122,
G201924,E11224,GL01,Standard User,RITM102315,2024-12-11,E10831,
G201925,E11224,LSP,Read Only,RITM102314,2024-12-13,E10934,
G201926,E10206,LSP,Power User,RITM100382,2025-01-02,,
G201927,E10815,GL01,Standard User,RITM101556,2025-01-02,E10648,
G201928,E10824,LSP,Database Administrator,RITM102607,2025-01-02,E10765,
G201929,E10915,LSP,Standard User,RITM101755,2025-01-02,E10371,
